claim,query,title,authors,venue,date,cited_by,doi,eid,type,abstract
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Gearbox fault diagnosis framework based on cross domain data fusion and reconstruction and small sample assistance,Sun X.,Results in Engineering,2026-12-01,0,10.1016/j.rineng.2026.112537,2-s2.0-105048460442,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Bearing fault diagnosis based on multi-branch enhanced GhostNet with adaptive focal loss,Zhang L.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-49801-8,2-s2.0-105041882093,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A fault diagnosis method for power generation rotating machinery based on small-sample augmentation and dilated residual network,Wang L.,Journal of Engineering and Applied Science,2026-12-01,0,10.1186/s44147-026-01125-0,2-s2.0-105044199964,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",For mechanical fault diagnosis: A bi-level optimization feature selection model based on Pareto front and cross-entropy loss,Lin X.,Results in Engineering,2026-12-01,0,10.1016/j.rineng.2026.112528,2-s2.0-105047785980,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",An attention-weighted hybrid feature learning framework for bearing fault diagnosis and maintenance cost optimization,Li Z.,Scientific Reports,2026-12-01,1,10.1038/s41598-026-55303-4,2-s2.0-105048828016,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Class prototype rectification and multi-scale feature measurement for few-shot classification of bearing surface defects,Cang Y.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-51829-9,2-s2.0-105046614565,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Fault diagnosis of ORC expanders using a multiscale residual network with convolutional block attention,Li J.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-50794-7,2-s2.0-105043760041,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Prediction of the displacements of the pile tops and ground surface around piles based on machine learning algorithms,Li P.,Scientific Reports,2026-12-01,1,10.1038/s41598-026-36502-5,2-s2.0-105029873137,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Dual-frequency-guided self-conditioned diffusion model for small-sample fault diagnosis with long-tailed distributions,Fan C.,Applied Soft Computing,2026-11-01,0,10.1016/j.asoc.2026.116037,2-s2.0-105045541026,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A novel multi-scale self-supervised mamba network for small-sample gearbox fault diagnosis under complex working conditions,Zhang B.,Advanced Engineering Informatics,2026-11-01,0,10.1016/j.aei.2026.105140,2-s2.0-105047594915,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Compound fault diagnosis of rotor-bearings: Leveraging refined multivariate multiscale attention entropy,Sh Khoram-Nejad E.,Advanced Engineering Informatics,2026-11-01,0,10.1016/j.aei.2026.104891,2-s2.0-105041431003,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Industrial large model-driven online early fault warning: A novel incremental anomaly detection framework with wavelet scattering contrastive transformer,Zhang Z.,Applied Soft Computing,2026-11-01,0,10.1016/j.asoc.2026.115975,2-s2.0-105045170518,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A small sample fault diagnosis method for offshore equipment based on an enhanced nonlinear approximate belief rule base,Liu X.,Ocean Engineering,2026-10-15,0,10.1016/j.oceaneng.2026.127943,2-s2.0-105048926245,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",An angular margin aware unsupervised domain adaptation network for cross domain rolling bearing fault diagnosis,Liu Y.,Engineering Applications of Artificial Intelligence,2026-10-15,0,10.1016/j.engappai.2026.115862,2-s2.0-105046363954,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Power Equipment Fault Diagnosis In Small-Sample Scenarios Using GAN-CNN,Ye L.,Journal of Applied Science and Engineering,2026-10-01,0,10.6180/jase.202610_33.055,2-s2.0-105046887463,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A fault diagnosis method for rotating machinery based on spline-modulated wavelet and energy topology-guided graph convolution neural network,Guo H.,Engineering Applications of Artificial Intelligence,2026-10-01,0,10.1016/j.engappai.2026.115566,2-s2.0-105044163449,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",Analysis of biomarkers and disease monitoring of osteoarthritis using electrochemical sensors: cellular and molecular mechanisms of synovial cartilage interaction in osteoarthritis,Wang C.,Microchemical Journal,2026-10-01,0,10.1016/j.microc.2026.119581,2-s2.0-105049078554,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A novel method for bearing fault diagnosis based on deep compressive sensing and contrastive transfer learning,Gu H.,Mechanical Systems and Signal Processing,2026-09-01,0,10.1016/j.ymssp.2026.114878,2-s2.0-105048061963,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A new bearing fault diagnosis method based on digital twin-assisted domain adaptation transfer learning,Jiang K.,Structural Health Monitoring,2026-09-01,11,10.1177/14759217251330518,2-s2.0-105004190782,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",A Novel Method for Generating Small-Sample Data of the Satellite Power Subsystem With InCoTimeGAN Integrating Self-Checking and Information Enhancement,Liu J.,IEEE Sensors Journal,2026-09-01,0,10.1109/JSEN.2026.3707885,2-s2.0-105044064663,Article,
B3_small_sample_bearing,"TITLE-ABS-KEY((""small sample"" OR ""small-sample"" OR ""limited data"") AND (""bearing"" OR ""gearbox"") AND (""diagnosis"" OR ""detection""))",DeepCosineMNet: Few-shot learning with deep supervision based on KAN-mixer and sobel-guided feature ensembling and cosine similarity metric for bearing fault diagnosis,Dang H.A.,Applied Soft Computing,2026-09-01,0,10.1016/j.asoc.2026.115702,2-s2.0-105041909992,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",A novel arc signal and motor power synchronization-based method for precise contact fault diagnosis of GIS disconnector,He S.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-44930-6,2-s2.0-105039578710,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Thermal-Fluid Modeling and Kriging Surrogate-Assisted Lightweight Simulation of a Piston Engine for Large Unmanned Aerial Vehicles,Li N.,Applied Sciences Switzerland,2026-07-01,0,10.3390/app16147012,2-s2.0-105045994416,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",An Adaptive Machine Learning Model for Motor Health Monitoring and Fault Diagnosis,Dhas H.M.,Proceedings of the 4th International Conference on Intelligent Data Communication Technologies and Internet of Things Idciot 2026,2026-01-01,0,10.1109/IDCIoT67589.2026.11455697,2-s2.0-105036944382,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Instantaneous Power Signal in Short-Circuit Diagnosis of Induction Motors Using a FEM Model,Krzysztofiak M.S.,Power Electronics and Drives,2026-01-01,0,10.2478/pead-2026-0017,2-s2.0-105043812110,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Physics-Guided Adaptive DBSCAN for Sensor Data Quality Assurance in Wind Turbine SCADA Systems,Cui H.,IEEE Sensors Journal,2026-01-01,0,10.1109/JSEN.2026.3710027,2-s2.0-105044746596,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Selection of diagnostic signals in case of stator core faults in induction motor,Oziębło P.,Przeglad Elektrotechniczny,2026-01-01,0,10.15199/48.2026.04.20,2-s2.0-105044068843,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",AI-Embedded Optical Modules With Millisecond-Granularity Power Analysis for Autonomous Metro Transport Network and Field Trial,Chen X.,Journal of Lightwave Technology,2025-11-15,0,10.1109/JLT.2025.3610489,2-s2.0-105017136844,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Clever predictive maintenance system for industrial machinery utilizing XGBoost algorithm versus recurrent neural network (RNN) algorithm,Rajaram G.,Aip Conference Proceedings,2025-07-30,6,10.1063/5.0277133,2-s2.0-105013164902,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Enhancing the Accuracy in Predictive Maintenance of Manufacturing in Cars Using Random Forest Algorithm in Comparison with Artificial Neural Networks,Ajithkumar J.,Aip Conference Proceedings,2025-04-11,0,10.1063/5.0263462,2-s2.0-105004916953,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",A Wavelet-Based Apparent Power Analysis for Winding Fault Detection and Severity Level Determination in a Single-Phase Transformer,Arehpanahi M.,IETE Technical Review Institution of Electronics and Telecommunication Engineers India,2025-01-01,1,10.1080/02564602.2025.2570202,2-s2.0-105019259229,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Neuromorphic Defenses through Advanced Shader Techniques in GPU-Accelerated AI Security,Lungu N.,Proceedings 2025 5th International Conference on Expert Clouds and Applications Icoeca 2025,2025-01-01,0,10.1109/ICOECA66273.2025.00109,2-s2.0-105015576964,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",An Improved Fault Diagnosis in Stand-Alone Photovoltaic System Using Artificial Neural Network,Sabri N.,Iranian Journal of Science and Technology Transactions of Electrical Engineering,2024-03-01,5,10.1007/s40998-023-00671-0,2-s2.0-85176451346,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Diagnostics of Damage to the Rotor of an Induction Machine Using the Method of Instantaneous Power Analysis,Puka M.,Qubahan Academic Journal,2024-01-05,3,10.58429/qaj.v4n1a263,2-s2.0-85185976962,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Diagnostics of Damage to the Rotor of an Induction Machine Using the Method of Instantaneous Power Analysis,Puka M.,Qubahan Academic Journal,2024-01-05,0,10.48161/qaj.v4n1a263,2-s2.0-105009788956,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Diagnosis of Coexisting Broken Rotor Bars and Mixed Eccentricity in Induction Motors by Instantaneous Power Analysis,Castellino A.,2024 7th IEEE Biennial Congress of Argentina Argencon 2024,2024-01-01,1,10.1109/ARGENCON62399.2024.10735826,2-s2.0-85211148633,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Proposed Arc Detection Method for Arc Signal Failure Analysis of Smart Grid Distributed,Bang S.C.,Transactions of the Korean Institute of Electrical Engineers,2023-05-01,0,10.5370/KIEE.2023.72.5.694,2-s2.0-85163571353,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Research Status and Prospect of Condition Based Maintenance Technology for Offshore Wind Turbine Electrical Equipment,Gao C.,Diangong Jishu Xuebao Transactions of China Electrotechnical Society,2022-06-01,26,10.19595/j.cnki.1000-6753.tces.L90275,2-s2.0-105035711280,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Wavelet Based Demodulation: A Diagnostic Method for Reliable Rotor Fault Index,Albader M.,2021 IEEE 13th International Symposium on Diagnostics for Electrical Machines Power Electronics and Drives Sdemped 2021,2021-01-01,1,10.1109/SDEMPED51010.2021.9605526,2-s2.0-85123279520,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Faults diagnosis of a single-phase induction motor using microcontroller,Alyozbaky O.S.,International Journal of Advanced Science and Technology,2020-01-01,2,,2-s2.0-85082107566,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",A Condition Monitoring System for the Analysis of Bearing Distributed Faults,Irfan M.,2019 IEEE 10th Annual Ubiquitous Computing Electronics and Mobile Communication Conference Uemcon 2019,2019-10-01,3,10.1109/UEMCON47517.2019.8993006,2-s2.0-85080124647,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Analysis of bearing faulty cage using non-intrusive condition monitoring techniques,Irfan M.,Renewable Energy and Power Quality Journal,2019-07-01,1,10.24084/repqj17.207,2-s2.0-85068777151,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",Analysis of distributed faults in inner and outer race of bearing via Park vector analysis method,Irfan M.,Neural Computing and Applications,2019-01-09,16,10.1007/s00521-017-3038-0,2-s2.0-85019585312,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",An Unsupervised Automated Method to Diagnose Industrial Motors Faults,Sheikh M.A.,2018 IEEE International Conference on Electrical Systems for Aircraft Railway Ship Propulsion and Road Vehicles and International Transportation Electrification Conference Esars Itec 2018,2018-07-02,5,10.1109/ESARS-ITEC.2018.8607646,2-s2.0-85062097438,Conference Paper,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))","Optimal sub-band analysis based on the envelope power spectrum for effective fault detection in bearing under variable, low speeds",Nguyen H.N.,Sensors Switzerland,2018-05-01,22,10.3390/s18051389,2-s2.0-85046375363,Article,
B4_statistical_power_cm,"TITLE-ABS-KEY((""statistical power"" OR ""power analysis"" OR ""underpowered"") AND (""fault diagnosis"" OR ""condition monitoring"" OR ""predictive maintenance""))",A comparative study of motor stator current analysis and instantaneous power analysis techniques for the diagnosis of gear faults under medium load conditions,Alwadie A.,Renewable Energy and Power Quality Journal,2018-04-01,0,10.24084/repqj16.216,2-s2.0-85106816567,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",AI-Driven Predictive Cybersecurity for User Behavior Analysis in Government Institutions,Mohamed A.,Lecture Notes in Networks and Systems,2027-01-01,0,10.1007/978-3-032-32636-2_8,2-s2.0-105047063810,Conference Paper,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Leveraging Artificial Intelligence for Proactive Insider Threat Mitigation in Cybersecurity,Kumar A.,Communications in Computer and Information Science,2027-01-01,0,10.1007/978-3-032-29003-8_33,2-s2.0-105042280031,Conference Paper,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))","Comparative Performance Analysis of ML, DL, Hybrid and Generative AI Approaches for Network Intrusion Detection: A Comprehensive Review",Gupta K.,Lecture Notes in Networks and Systems,2027-01-01,0,10.1007/978-3-032-22582-5_24,2-s2.0-105048638770,Conference Paper,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Hybrid Quantum-MambaVision: A Quantum-Enhanced State Space Model for Calibrated Mixed-Type Wafer Defect Detection,Sahoo S.S.P.,Lecture Notes in Computer Science,2027-01-01,0,10.1007/978-981-92-2014-4_38,2-s2.0-105045955826,Conference Paper,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Enhancing the Security of Wireless Sensor Networks Through Lightweight IDS and Secure MQTT Communication,Godeanu A.G.,Lecture Notes in Networks and Systems,2027-01-01,0,10.1007/978-3-032-32032-2_27,2-s2.0-105046804176,Conference Paper,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",A novel behavior-aware synthetic identity detection with hierarchical anomaly context,Hassanalizadeh A.,Expert Systems with Applications,2027-01-01,0,10.1016/j.eswa.2026.133686,2-s2.0-105045337946,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",XGBoost-LR: A method for network traffic anomaly detection,Liu T.,International Journal of Cognitive Computing in Engineering,2026-12-01,6,10.1016/j.ijcce.2025.11.007,2-s2.0-105024241271,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Construction and research of a data-driven model for early fault detection in rotating machinery,Lu Y.,Journal of Engineering and Applied Science,2026-12-01,3,10.1186/s44147-025-00836-0,2-s2.0-105027685948,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Behavioral malware detection in cloud environment using system calls,kumar A.,Journal of Computer Virology and Hacking Techniques,2026-12-01,0,10.1007/s11416-026-00640-1,2-s2.0-105044162776,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",A comparative analysis of anomaly detection methods in V2X communication network under smart cities,Grover P.,Discover Internet of Things,2026-12-01,0,10.1007/s43926-026-00323-9,2-s2.0-105041222462,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Anomaly detection as a tool for identifying cases of interest in postmortem toxicology,Söderberg C.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-65664-5,2-s2.0-105047638071,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",An attention-weighted hybrid feature learning framework for bearing fault diagnosis and maintenance cost optimization,Li Z.,Scientific Reports,2026-12-01,1,10.1038/s41598-026-55303-4,2-s2.0-105048828016,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Client-side runtime integrity agent for detecting man-in-the-browser attacks using forensic monitoring and anomaly detection,Laila D.A.,International Journal of Data and Network Science,2026-12-01,2,10.5267/j.ijdns.2025.9.004,2-s2.0-105026365042,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",An ensemble hybrid and explainable AI (XAI) framework for zero false-positive islanding detection in distribution networks,Shahade S.K.,Scientific Reports,2026-12-01,1,10.1038/s41598-026-43913-x,2-s2.0-105037190557,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Enhancing healthcare information security through VAE-driven anomaly detection in EHR access patterns,Iqbal T.,Scientific Reports,2026-12-01,0,10.1038/s41598-026-55024-8,2-s2.0-105046443752,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",SAE-CNN-LSTM-based anomaly detection and mitigation framework for cloud-centric SDN environments,Mehra A.,Journal of Cloud Computing,2026-12-01,2,10.1186/s13677-026-00865-x,2-s2.0-105031494123,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Machine learning for power-grid cybersecurity: a review,Adewusi M.A.,Discover Computing,2026-12-01,1,10.1007/s10791-026-10162-5,2-s2.0-105039608267,Review,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Multi-mode degradation assessment and vibro-acoustic monitoring of harmonic drive for aerospace applications,Liu Z.,Reliability Engineering and System Safety,2026-12-01,1,10.1016/j.ress.2026.112925,2-s2.0-105040752682,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",BPBiLSTM-IDS: a lightweight intrusion detection framework for cyber-physical UAV networks,Attaullah H.M.,Scientific Reports,2026-12-01,1,10.1038/s41598-026-55446-4,2-s2.0-105047416248,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",A machine learning assisted truncated adaptive EWMA chart for robust process monitoring,Zaagan A.A.,Scientific Reports,2026-12-01,1,10.1038/s41598-025-33073-9,2-s2.0-105028414112,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",An integrated methodology for intrusion detection and mitigation to optimize cloud security,Mathivanan N.,Journal of Cloud Computing,2026-12-01,1,10.1186/s13677-026-00858-w,2-s2.0-105030179462,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Explainable ensemble learning using SHAP for ERP anomaly detection,Qazi A.,Scientific Reports,2026-12-01,2,10.1038/s41598-026-57913-4,2-s2.0-105048822389,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Building robust internet of things defense system using multi-objective nature-inspired framework,Dwivedi S.,Discover Computing,2026-12-01,2,10.1007/s10791-025-09860-3,2-s2.0-105027038430,Article,
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",Detecting Financial Fraud and Anomalies in Corporate Transactions with Convolutional Neural Networks,Cai M.,International Journal of Computational Intelligence Systems,2026-12-01,3,10.1007/s44196-026-01275-2,2-s2.0-105038532410,Article,
